number_of_air_conditioners,ac_power_hp,number_of_refrigerators,number_of_televisions,number_of_fans,number_of_computers,average_daily_usage_hours,season,house_size_m2,insulation_quality,has_water_heater,washing_machine_usage_per_week,monthly_energy_consumption_kwh,monthly_electricity_bill_egp
0,3.0,2,2,3,2,9.671783595519699,winter,57.008947936068154,high,0,5,1963.3590927444866,2355.4616705902
1,2.25,1,1,3,2,7.860445995866561,summer,54.28227768052305,medium,0,1,1836.2585658604357,2198.4294254568804
0,2.25,2,2,2,1,5.211625422269986,winter,50.0,medium,1,0,2026.144483680209,2435.688360476975
2,2.25,2,1,0,0,4.779984370176757,winter,135.92423701179894,medium,0,2,2262.9043110232446,2714.5383246435676
0,3.0,2,2,3,2,7.4060264298442045,summer,50.0,high,1,1,2059.4584605233954,2466.741992642969
0,1.5,2,0,0,1,3.671242605331018,winter,79.14832477927834,medium,0,5,1761.2986219139489,2112.224205000577
3,3.0,2,1,4,1,5.694442386332808,summer,163.29409936700134,low,0,2,4821.143307438119,5793.973008997307
3,1.5,1,3,0,2,6.0466467578695084,winter,180.83309001660342,medium,1,1,1822.4737566258573,2181.9023746315875
3,3.0,2,2,3,1,7.21280048461371,winter,180.672324468794,high,0,2,3126.5925268348587,3746.1356896491166
0,1.5,2,0,0,1,4.630317430280206,summer,50.0,medium,0,0,1752.331067687942,2096.2044913317823
4,1.5,2,0,0,0,9.493183006647314,summer,209.36153537520678,high,0,0,3791.266427117031,4544.907645168304
3,2.25,2,1,1,2,9.59477668407305,winter,164.67999795682726,high,1,0,3285.807589305931,3939.2784006666416
3,2.25,2,2,1,2,7.18220279666996,winter,208.13368848388558,medium,1,2,3193.6945056517357,3825.7918147712335
0,2.25,2,0,0,0,7.704865807615101,winter,71.74149581136425,low,1,0,1965.443565905424,2354.55298842675
2,1.5,2,3,2,1,5.150108592302898,winter,175.58676283697997,medium,1,6,2409.8461333233313,2889.118845186392
2,1.5,2,2,2,2,4.795880362109611,summer,127.49583957692734,high,0,5,2370.024196753371,2841.6763519991437
1,2.25,2,0,2,2,4.88734051630064,winter,53.659637303987466,low,0,1,2155.041336304743,2585.1825964651875
2,3.0,1,0,2,2,5.843851495953418,winter,85.75395371699884,high,1,0,1771.9249625297289,2121.2098790542263
3,1.5,1,3,3,2,9.50378798594613,summer,143.40321058490275,high,1,6,2789.2587794025717,3345.2194452860645
4,1.5,2,0,2,1,5.160220538882447,summer,221.01805841554858,medium,1,3,3284.439678970372,3942.7231218036522
1,2.25,2,1,3,0,5.018206580253304,winter,106.31020308605653,high,0,2,2010.8301524147685,2404.8236183644917
4,1.5,2,2,2,0,5.281025791703688,winter,225.7061417979627,medium,1,6,2667.928529224683,3208.710320702189
4,2.25,2,1,0,0,4.6418718486852395,winter,264.67885431692633,high,0,4,2561.008430022066,3075.828222228432
3,2.25,2,1,2,1,8.095336950651065,winter,145.01028299882995,high,1,1,3093.4891838746526,3703.826229140149
0,1.5,1,3,0,1,5.823249161238161,winter,50.0,high,0,0,946.2833172865213,1132.0143698478994
0,3.0,2,1,0,2,6.276318459246993,summer,69.71246614054157,high,0,5,1814.290474333129,2181.4919216728476
0,2.25,1,1,1,1,8.006934303000094,winter,50.319221334546306,low,1,3,1239.2374626382375,1491.6458666429126
2,2.25,2,1,4,0,7.552453969662916,summer,103.30538234505693,medium,1,2,3624.131138114418,4353.607717620723
0,1.5,2,0,4,0,5.8315328211235276,summer,66.49899751125024,low,0,4,1788.6437834899743,2146.6715521095566
3,2.25,2,3,0,1,3.1622375455426726,winter,165.16816237210685,medium,0,1,2273.4612964379703,2718.600345976867
2,3.0,2,0,4,2,9.248192620709004,winter,125.0489617265601,low,1,2,3849.7163363720297,4614.20034981752
0,3.0,1,0,4,0,3.800885424252404,winter,50.0,low,1,3,1082.4879114084465,1292.512549231471
4,1.5,1,1,2,1,8.898218591759548,summer,195.6889944304852,high,1,2,3062.272254649784,3680.1312935754236
3,1.5,1,0,4,0,8.241428247064054,winter,184.747253744928,high,0,4,1656.2888072448663,1994.0204375929447
3,3.0,1,0,4,2,8.83918926098114,summer,194.61626529454202,low,1,0,5820.100678343329,6981.007319702875
1,1.5,1,0,4,0,9.258991581465692,summer,135.19010785575395,high,0,0,1434.0914388770727,1725.6895855405703
3,1.5,2,1,1,0,3.323802043433426,winter,158.66591898828312,high,0,4,2040.4474657883723,2443.1976626523283
4,2.25,2,2,4,1,6.064285983699747,winter,217.02974317111983,medium,0,0,3185.412128890718,3828.464478847449
3,3.0,1,2,2,0,3.404495193594131,summer,188.68117287578727,medium,1,6,2506.0411046304957,3004.647737313168
1,3.0,2,0,3,0,5.220598629820143,summer,120.46137808562221,medium,1,2,2567.385090587112,3082.2851763307312
3,3.0,2,1,1,1,3.9853239774909026,winter,151.7944097868743,medium,0,1,2647.648089798828,3178.728029926787
3,3.0,2,3,2,0,7.049656904705503,winter,166.37173041585478,low,0,5,3812.333782562347,4571.599684119214
1,1.5,1,2,0,1,7.311281890066807,summer,89.75782385599015,medium,1,1,1610.5667605717713,1934.335043443668
3,1.5,1,0,2,2,6.980317507520109,winter,156.24111166970818,low,1,3,2151.184978846955,2576.8207934818843
2,3.0,1,1,3,2,4.564801526570194,summer,119.47721596366492,high,1,5,2188.2465743242096,2625.7102206878594
3,1.5,1,2,1,2,4.715197199968828,summer,147.24918947775623,high,1,3,1874.9263399604642,2250.8929768913144
0,1.5,2,2,3,2,5.155235425301976,winter,73.74052772306064,low,0,5,1875.251965679858,2240.748126252357
0,1.5,2,1,0,2,4.0902185208770625,summer,50.0,high,0,4,1807.5386878992367,2170.7883986017737
2,1.5,2,2,0,1,6.027288230785468,winter,118.62963490367898,low,1,1,2563.1178743583623,3072.469116129363
3,2.25,2,0,0,1,7.931128247873715,summer,149.673559588699,high,1,3,3807.2987413032947,4566.219514500364
4,1.5,2,0,2,0,8.625307737006843,winter,216.66856979417656,high,1,6,2867.2372571055166,3445.195171269003
3,1.5,2,1,2,0,3.1615044324243913,winter,204.47771938066032,low,0,4,2211.7353957512937,2653.30972592814
0,3.0,1,1,4,2,3.3171574489642217,winter,50.0,low,1,0,1072.418278241954,1287.7345678271774
1,2.25,2,3,0,2,7.367959725992384,winter,92.95110520293441,low,1,2,2631.2976911042615,3154.1046532351497
2,2.25,2,3,3,0,6.204172541727381,summer,137.655619189123,high,1,2,3014.252539399582,3623.3362709259254
1,3.0,2,0,0,2,5.4082188509985984,summer,89.90638268909248,medium,1,4,2740.5605072000167,3295.087215617321
4,1.5,2,1,1,1,8.460524163309273,winter,177.43744178243372,medium,0,4,3062.906893350303,3677.8690461503743
3,3.0,2,3,2,1,6.438920654909751,summer,165.79558043281398,low,1,1,5450.018357041194,6534.988043079346
4,1.5,1,3,0,2,7.1184143092475525,winter,200.04233115396417,medium,0,2,2048.4671429272935,2465.9810594023147
1,2.25,2,2,4,1,5.3536640583661885,winter,102.70855745051233,medium,0,3,2132.5517716899385,2561.001640747409
3,1.5,2,2,0,0,5.080551020456593,summer,178.62646753928334,high,1,6,2737.6730419607475,3279.1972869620317
4,2.25,1,3,4,1,9.641007691113924,winter,207.145334208133,medium,1,6,3316.294720352176,3974.52760838938
0,2.25,1,2,2,2,7.891270738853296,winter,58.80199927423673,high,0,5,1045.3288421041168,1246.1909585332417
0,1.5,2,3,2,1,5.312740673341583,winter,50.0,low,1,2,2085.4301806636217,2498.816944441784
2,1.5,2,2,4,2,9.992978581977134,winter,108.77308239620795,medium,1,4,2973.494871171424,3565.167686147051
0,2.25,1,1,1,2,3.3779342453601093,winter,50.0,medium,1,6,1110.7492469769415,1341.8273633861054
0,1.5,2,2,2,1,6.008728005293946,winter,55.956491332541994,medium,0,1,1823.8584853470677,2188.9162253747872
1,2.25,1,1,4,2,9.867714445085097,winter,77.09027258305221,high,1,4,1710.5169336678184,2049.212607505696
0,3.0,1,0,2,1,9.298351980005648,winter,77.99980460740943,medium,0,2,951.5357788144792,1148.248221985669
0,3.0,1,2,0,0,6.175365863838678,summer,50.0,low,0,0,899.3869569068133,1073.1917282147353
1,3.0,2,1,3,2,7.997519268677042,summer,69.40325604653711,medium,0,2,2988.2980250183527,3587.9559249634995
0,2.25,1,3,1,2,5.591824371091512,summer,85.84885749129786,low,1,5,1250.4182363808297,1490.5972045720227
0,3.0,1,0,3,2,6.355194924902344,winter,57.83780651077321,medium,0,2,998.614283241672,1194.8901172902938
2,3.0,2,2,1,0,7.520187275975579,winter,166.1698796830044,high,1,4,2795.4871825450605,3347.768460196752
0,3.0,1,3,0,1,5.617373522302871,winter,58.198345602258414,medium,0,6,961.8992621454247,1154.6519909661445
0,3.0,1,3,4,1,8.424688714452849,summer,50.0,high,1,2,1234.426789834944,1482.4432064540847
2,1.5,2,2,4,0,5.435121064452794,winter,129.32648572756065,medium,1,1,2467.1580276398918,2954.012468663397
1,2.25,2,2,4,2,4.438713769838752,winter,80.7701921443608,low,1,2,2336.2037148380646,2806.9089004110097
0,1.5,2,1,0,0,4.778998654476473,summer,73.86330205541243,low,1,1,1980.3947654005551,2375.056117606985
4,3.0,2,1,3,1,9.326117737513671,winter,213.63752287283256,medium,0,0,4540.2889571753085,5451.232624238164
1,2.25,2,0,2,2,8.280553989763856,winter,150.4818649854423,high,1,0,2397.7587237063303,2881.2429799717074
1,1.5,2,2,4,1,9.291585740187212,winter,95.32450713465792,high,0,0,2182.572496204023,2621.3105459060585
0,3.0,2,0,2,0,9.511500233586368,summer,103.68186616249245,low,1,5,1921.831510139788,2298.939409627837
2,3.0,2,1,3,0,3.083280290032094,winter,121.63197330871012,low,1,2,2601.103494092177,3120.021909253019
1,2.25,2,2,2,2,4.348603608516053,winter,72.074243830386,low,0,5,2139.2874824567302,2562.689457365857
2,1.5,2,3,2,0,5.741381105874485,summer,138.8715458869637,high,1,5,2630.1921314512415,3155.6700710038135
4,1.5,2,0,2,0,4.462936484281266,winter,200.8823264770585,high,1,4,2459.2968301884243,2946.919684009698
2,1.5,2,2,0,2,3.3817178634894898,summer,156.01064866258417,medium,0,5,2248.2359800267977,2697.397726111519
3,3.0,2,3,3,0,9.498461349009604,summer,181.3574349377667,low,1,4,7033.699578669682,8437.937140220405
2,1.5,2,1,2,2,9.222937936330727,winter,113.93982371205487,high,1,3,2631.979426781087,3163.7295110787686
1,1.5,1,3,4,0,4.332460191747993,summer,92.12074977767462,medium,1,3,1455.3738092723802,1742.3197904041363
2,1.5,2,0,4,0,6.438354576905829,winter,164.9702016978768,medium,1,5,2357.0711184695665,2836.000335611675
2,1.5,2,2,3,0,9.844547795024464,summer,150.32981494219322,medium,0,1,3178.1112565818116,3804.585487836018
3,2.25,1,3,0,0,7.134896683353619,winter,142.33288291844076,high,1,1,2120.51875645716,2545.7734665915664
3,1.5,1,2,2,1,6.785269883775977,summer,205.3015707231053,medium,0,2,2358.382600959346,2827.3924810376075
0,1.5,1,3,0,2,5.971559148497498,winter,72.72419038869525,medium,1,4,1179.8476769409144,1406.3650279979856
1,3.0,2,2,3,0,3.8889291873343916,summer,102.04171183478769,high,1,4,2468.3570865563843,2966.809057989677
0,3.0,1,0,1,2,3.8006506003011484,summer,78.97671930120272,low,1,3,1008.0587825291342,1213.3253135987052
3,3.0,2,1,4,2,9.128370201399218,summer,175.98015380041053,medium,0,6,5665.488320791076,6799.256343347406
2,2.25,2,1,2,1,4.6946742126556895,winter,118.28175871262181,medium,0,5,2294.9722412934557,2751.0343455493453
3,1.5,1,3,2,0,4.89984148855981,winter,200.8659372132642,medium,1,1,1562.9543065651792,1877.7193156630874
4,1.5,1,0,3,0,3.9530857600372045,summer,187.13202771045474,low,0,6,2274.492970451124,2725.696654309025
2,1.5,1,2,3,1,5.746939638280067,summer,115.37305347832654,high,1,3,1699.1034502333807,2033.7175669294509
0,2.25,2,0,0,0,7.386169611810903,winter,89.44367287320395,high,0,2,1729.3787378445593,2075.5152803576593
2,3.0,1,0,4,1,6.783884895142844,summer,114.10304180884393,high,1,4,2574.3178567342125,3090.494843273413
4,2.25,1,3,0,0,3.2399218113489705,summer,219.59194596407534,low,1,0,2846.9870011703533,3427.4163151539005
3,2.25,1,1,3,1,6.285059190929074,summer,176.61295925222404,high,1,6,2689.989506851975,3227.3017450895663
1,1.5,1,0,4,1,5.9303218909548825,winter,63.948682866047264,high,1,5,1315.792918283027,1580.4506802900896
1,2.25,1,3,3,2,4.836332500407755,summer,81.12783333383597,high,0,2,1381.571323032469,1654.2008438621142
1,3.0,1,2,0,1,7.5443130532600895,winter,64.54707184259652,low,1,0,1868.3566861312736,2238.1849580150542
3,1.5,1,1,0,0,9.578648283712013,winter,173.32628256241426,medium,1,0,2174.107940955593,2606.0646032806703
1,1.5,1,1,0,0,7.903337469336868,summer,77.60994469403119,low,0,0,1583.5270416686046,1902.188739431221
4,1.5,2,2,1,0,4.25812106175624,winter,228.8964136494401,medium,0,6,2385.5077672148004,2865.392253715622
3,1.5,1,0,0,1,7.560702712068914,summer,212.96875641314082,medium,0,3,2439.3763549861533,2926.330560697982
1,1.5,2,1,2,0,4.059153910386021,winter,83.07716685927888,medium,1,2,2181.547005898144,2627.436514904152
0,3.0,1,0,0,1,6.825816021774928,winter,68.05711179784248,medium,1,6,1086.4773672351287,1292.0006870446791
3,2.25,2,3,3,1,9.731089651074747,summer,94.10725121242824,medium,0,5,4899.170012301236,5887.457979319809
3,1.5,2,2,0,1,9.800554255236573,winter,182.38773629979872,low,0,4,3224.116078686248,3873.9739934818544
2,1.5,2,1,3,0,9.182265195923314,summer,155.19027507570257,medium,1,2,3328.4907755715844,3990.791946912959
1,1.5,1,2,3,1,5.570974510543509,summer,82.67830299794386,high,0,4,1275.6485740695787,1541.5903990236745
0,2.25,2,1,4,0,7.934973340406784,winter,50.0,medium,1,4,1971.9679699641395,2358.13008462984
4,3.0,2,2,1,0,4.188484928105709,winter,221.8950568610183,high,0,1,2724.0787585712037,3272.4790325934114
3,2.25,1,3,3,2,9.511613484885885,summer,177.4241938866959,medium,1,6,4129.172307297652,4950.427518207964
4,2.25,1,3,3,1,6.185891380028949,winter,223.86064487548543,high,0,3,2074.6097249530526,2501.6342961518076
4,1.5,2,0,2,0,6.980835600284628,summer,213.72587177925172,low,1,0,4386.057727515386,5256.3096381805635
4,3.0,1,3,0,0,5.6943250284863804,winter,215.6593634740228,medium,0,1,2553.674188052414,3066.962297332324
2,2.25,1,2,1,1,5.901891302620068,winter,105.8859849661174,high,1,0,1649.8710669288157,1979.3638728145286
4,3.0,1,2,1,1,5.621820417143632,winter,224.9656903975208,medium,1,5,2752.4105709433406,3294.9497506824464
1,1.5,2,3,4,2,6.332340149490363,winter,124.25529858515495,medium,0,6,2147.9123132844957,2574.381975075336
1,2.25,2,2,3,0,9.016027284812784,winter,66.87619727877149,low,0,4,2493.0907099678793,2988.416400970431
0,3.0,1,2,3,2,8.914986365357308,winter,50.0,medium,1,2,1269.9113514671403,1528.9669025823855
0,3.0,2,2,2,1,5.361123896080924,winter,50.0,low,0,3,1833.766207638163,2206.0742669116767
4,2.25,1,0,1,1,3.7981078958543586,winter,199.88569287448962,high,1,6,1784.2669775305574,2140.168072863977
4,3.0,1,0,0,0,6.147736577300837,winter,214.66892590364088,medium,1,3,2791.5324745005255,3348.68235788839
2,1.5,1,1,4,2,3.037897952463552,winter,135.87976784487734,low,0,5,1230.0420472080687,1470.318845751176
4,3.0,1,2,4,2,8.236499736295904,winter,201.9335814264005,medium,1,1,3684.055855226651,4417.703427453271
4,2.25,1,0,4,2,3.018588160089688,winter,239.3539117891489,low,0,5,1780.117866079068,2131.4209624875575
4,2.25,2,3,4,2,4.444386967518172,winter,226.80628818443117,medium,0,1,2817.5205160254886,3373.681340207277
3,3.0,1,2,1,1,4.052415511720062,summer,182.12634870245552,low,0,1,3061.937006697667,3671.081589440759
3,3.0,2,2,3,1,9.113589329071091,winter,207.24094406023943,low,0,4,4464.487690264062,5349.812180437807
2,2.25,1,1,1,0,9.996586942691437,winter,128.51369784924958,high,1,3,1889.3193397620664,2263.479252401032
2,1.5,1,3,0,1,4.023656431913945,winter,119.57992173391185,high,1,3,1420.703996348595,1703.5514930036802
1,2.25,2,3,4,1,6.980551243145913,winter,103.53073478671669,medium,0,4,2284.775360086881,2741.900500948791
2,2.25,2,2,1,0,8.782327654275432,winter,124.36165985395183,low,0,4,3053.386745076661,3665.589685947807
1,1.5,2,0,0,1,5.466703412239018,winter,121.6865698752656,medium,1,5,2108.5676652107927,2530.5120585660056
4,2.25,2,1,2,0,4.784201417914042,summer,207.28731017445952,low,1,4,4520.290108736467,5430.276640957885
2,3.0,1,1,4,1,5.03902245960886,winter,148.8545380556861,high,0,1,1548.999043932376,1867.1437241887377
2,2.25,1,1,3,1,5.2604484254228945,winter,111.71765102679885,low,0,3,1690.023969224741,2028.4909867761262
2,1.5,2,2,3,2,4.7948774714382365,summer,112.51578877899128,medium,1,4,2668.1089647010854,3204.121316531612
1,3.0,2,1,3,0,3.4677141117525165,summer,79.61405994582682,low,0,4,2365.9769088268977,2839.8470837665695
1,3.0,2,0,0,2,9.434193055636914,summer,95.26021113668155,medium,1,5,3317.971794217024,3974.4594813090657
0,3.0,2,3,1,2,9.300154091823664,winter,70.23708095095209,high,0,2,1945.379485638219,2332.424343879514
1,3.0,2,0,4,2,8.966301004065773,summer,124.97738461385246,medium,1,2,3225.1465459528667,3867.1884160081568
1,3.0,2,1,4,2,8.368701769714974,winter,84.3214095743501,low,1,6,2816.7645627548764,3377.258274391657
3,2.25,2,3,4,2,8.237615301365102,summer,170.68649441258472,low,1,2,5473.741540369524,6569.161419275045
2,3.0,2,1,4,0,7.941762597129219,winter,124.73713065119995,low,1,6,3476.538872660401,4170.249807926353
1,1.5,1,1,2,2,8.965631353190377,summer,89.17748260723948,low,1,3,2089.4351931358583,2507.1465159262916
2,2.25,1,2,4,0,3.381961459633035,summer,119.07093712730423,high,1,1,1706.6441895519583,2042.1698347602608
2,1.5,2,3,2,2,8.388215877066983,summer,104.47039943455104,high,0,4,2870.186863194355,3441.196580551107
3,3.0,1,1,1,1,9.07837636141652,summer,170.6102491586963,low,0,0,5747.578881554185,6895.709605289645
2,1.5,2,1,3,1,7.541435320695273,summer,121.61170455728761,medium,0,1,2873.1952405876323,3455.485044985163
1,1.5,1,2,2,1,8.940815269911086,summer,105.53797769733163,high,0,2,1500.799341690929,1792.8155688299619
2,2.25,2,3,3,1,5.082585139045211,winter,117.8064296347454,low,1,5,2750.7987715119325,3303.809896716453
0,3.0,1,1,3,0,5.530520701084496,winter,50.0,low,1,6,1138.2725128599272,1371.2604550942872
0,3.0,2,1,0,2,7.271074016388239,summer,54.3234979837508,low,0,0,1844.1632441384222,2205.100400314647
3,2.25,1,0,2,0,3.99127333500152,winter,152.0774493772184,medium,0,0,1531.7476347009513,1840.7805915395345
1,1.5,1,0,4,0,4.33857265725581,summer,100.22783015008787,medium,0,5,1219.652231000512,1461.7526039217034
3,3.0,2,0,0,0,9.957659702858376,winter,188.75683527382688,medium,1,0,3972.80625263703,4766.711756278848
0,2.25,1,2,4,2,8.512055646672408,summer,50.0,high,1,0,1196.1771603230738,1430.744486635005
1,3.0,1,0,3,1,3.7899153516393147,summer,54.44602910059818,low,0,3,1577.521771715429,1902.1172599652944
2,3.0,1,0,0,1,3.816820538413662,summer,143.39975298396723,low,0,1,2215.2045449486727,2659.669054911915
1,2.25,1,1,4,0,5.747617783155772,winter,84.62106005753175,high,0,1,1204.28288257338,1449.785185809192
4,2.25,2,2,4,1,9.984621206395,summer,185.64702057733143,medium,1,2,6140.518715122772,7363.156092000588
1,3.0,2,3,1,1,9.825472460190044,summer,59.57360291983715,medium,0,1,3244.15753883589,3890.397182719183
2,1.5,2,1,0,2,6.3087692534603095,summer,138.69452019816168,medium,0,4,2672.5095799885817,3205.9370471812476
4,3.0,1,1,0,0,6.093531703234708,summer,189.65818910226838,low,1,1,5247.062540914168,6292.89924452374
3,2.25,2,2,3,0,7.124494471762819,summer,214.50553150666394,low,1,4,4841.248204145553,5805.292895967954
1,2.25,1,2,3,0,7.633288949372782,summer,70.00009617566249,high,0,1,1584.2163820396877,1899.5488096209779
3,1.5,1,1,0,0,4.853718487972527,summer,177.08229559148788,high,1,6,1944.6399540114203,2335.9921893996043
1,3.0,1,1,1,1,4.195548926683753,summer,93.38597192039538,low,1,1,1921.304994697809,2302.804614854196
0,3.0,2,1,1,1,8.717373123884691,summer,50.0,medium,0,1,1820.6753263700336,2188.4471479053286
0,1.5,2,2,3,1,5.478690615229671,winter,80.60852380377011,low,1,0,2051.7161124572635,2465.754641473143
2,3.0,1,1,2,0,3.274021338769634,winter,110.71919668697169,low,1,4,1689.6879871240953,2031.584990720846
0,2.25,1,1,4,2,9.003769008128776,winter,100.36399596663102,medium,0,3,1082.9318998765332,1292.2148312413087
4,2.25,2,3,3,1,8.141778314435292,winter,189.17757821950138,low,0,2,4194.884328370325,5039.241975954619
4,3.0,1,0,1,0,8.048611139509593,winter,242.98900228049462,high,0,0,2748.3050064356753,3293.7670991067394
1,1.5,1,0,0,0,7.561378862158053,summer,76.8480818284646,low,0,3,1517.117979217306,1824.9951709584425
3,3.0,2,0,1,0,5.897944886435647,summer,193.40847451083346,medium,1,1,4312.535751381845,5178.444845534633
4,3.0,2,0,0,1,9.216651208872682,winter,218.90360837815962,high,0,4,3927.866281167755,4717.155613775306
1,3.0,1,0,3,0,5.5574518184903265,summer,54.68119904975189,medium,0,6,1680.409313995704,2008.8935243361275
3,3.0,2,1,4,2,4.874866497451407,winter,207.69591148752554,high,1,6,2796.7778159354402,3354.690618172692
0,3.0,1,1,4,1,6.77760248666387,summer,50.0,medium,0,5,991.153551432653,1193.76203054569
1,3.0,1,3,3,1,6.244826887937213,winter,90.07298201778923,low,1,1,1690.0519655365147,2025.429856899337
3,3.0,2,2,4,0,3.235836428442921,winter,152.70994446111334,high,0,3,2345.734266893096,2817.5395314713232
2,2.25,1,3,4,1,5.008486253278736,summer,131.64343644735084,high,1,4,1922.0004326097733,2311.859917641588
2,2.25,2,2,2,0,5.669448913749484,summer,145.00692046311897,high,0,1,2706.409665329002,3246.496001217477
4,2.25,2,2,2,0,8.542948151883248,summer,204.13625765103976,low,1,0,6436.299691893997,7721.179209264294
3,2.25,2,3,2,0,5.782349722130165,winter,143.39121282832306,low,0,6,3029.8652387501234,3637.598201630377
2,3.0,1,1,0,1,9.577685196025138,summer,117.70703753852102,medium,0,6,3553.1859153616238,4261.496924977368
4,3.0,2,3,2,0,8.184632914837458,summer,212.5622823685444,low,0,2,7589.1419707884825,9111.061876597043
1,2.25,1,0,3,2,8.733866988383873,winter,70.73007436003235,medium,1,5,1680.613336069297,2017.0980393257285
1,1.5,1,3,2,0,9.233941565448056,winter,105.75690820762895,high,0,3,1258.9425776530943,1508.4725632125821
3,3.0,2,1,3,0,4.370339557945395,winter,148.86627746298214,high,1,4,2805.107858956997,3366.4021979843983
3,1.5,1,1,2,1,8.617095305223618,winter,181.56179909262215,medium,1,3,2078.4196580676235,2493.9288217091676
3,3.0,2,2,4,0,4.352359870792472,summer,157.4405733875063,medium,1,4,3676.193806219053,4411.249527095649
3,2.25,2,2,2,1,6.846216389252037,winter,218.50393862708566,medium,0,3,2973.712066305088,3562.4072609003606
2,1.5,2,3,3,1,5.142429516688224,summer,141.4574406846894,low,0,6,2758.8114900066553,3303.798069717669
2,1.5,1,2,3,1,6.483727324806988,summer,148.98298236653335,medium,1,6,1995.5955737856518,2396.544767897215
4,1.5,2,3,3,2,4.476445401043893,winter,201.65086980328957,high,0,5,2369.1518459530116,2850.1868987014873
2,1.5,2,2,2,2,9.729938616903489,summer,147.60890114959548,high,1,2,3156.700130032461,3791.863915850856
1,1.5,2,1,0,2,7.661924554040558,summer,89.91992108630852,high,0,1,2255.5554900487814,2708.3809773270327
4,3.0,1,2,3,2,4.755156501726095,summer,206.59988182289126,high,1,4,3237.660667273759,3888.2681890303506
2,2.25,1,0,0,1,4.656185836529199,summer,139.78255071085152,high,1,0,1787.59711274586,2151.445180421387
3,2.25,2,1,2,2,4.104817926709254,summer,144.00037797583394,medium,1,5,3182.5309184912576,3824.61224098707
2,1.5,2,0,0,1,8.439918299273067,summer,119.84000814981336,medium,0,6,2929.4046200498647,3510.6707432459534
0,3.0,2,1,0,2,6.357361109064124,summer,50.0,high,0,4,1800.14023046081,2152.1254482559902
4,1.5,1,3,3,2,9.260470152857506,winter,249.8703419427245,low,1,2,3143.1050149568346,3771.254458892987
2,2.25,1,1,2,2,3.0080159202722867,winter,158.5255689213036,medium,1,4,1396.422883741896,1678.5530982178664
2,2.25,1,2,3,0,6.476793158367247,winter,115.90305724564888,high,1,5,1747.9847901316282,2092.832773569506
1,1.5,2,0,4,0,6.4096196379136625,winter,104.70488683123955,high,0,4,1994.0932906072237,2401.65520348277
3,1.5,1,1,1,0,9.878382838350042,winter,162.55667036956498,medium,1,1,2163.176496742899,2592.090965211124
3,2.25,2,3,0,1,8.075295914068764,winter,184.9146507915234,medium,0,5,3143.3627130087234,3774.5621221502133
1,3.0,1,0,2,2,6.774148731260122,winter,110.11318327032666,medium,0,3,1457.6118170399113,1752.3736534983364
1,1.5,2,1,0,0,7.068471643509299,summer,85.36032977862276,low,1,1,2491.4593422105513,2993.4500932955207
0,2.25,1,3,2,1,7.893867267326069,winter,50.0,high,0,0,1018.7303414275431,1227.8214745583327
4,1.5,1,1,3,0,9.431739686901238,winter,213.3641366164482,low,1,4,2849.393536326487,3425.255513928184
3,3.0,1,1,1,1,3.446524942912318,summer,168.64064062399297,high,1,4,2169.073164005335,2607.0618281604493
1,3.0,1,0,1,1,3.449477115415815,summer,94.60526099618113,medium,1,5,1604.9043339962525,1926.20026646344
1,1.5,2,1,1,0,4.438676857710943,winter,102.85213657712774,low,1,1,2102.6802561335758,2522.218570817227
4,2.25,2,0,1,1,6.092537679084776,summer,215.6877248359558,low,1,5,5111.382597214106,6137.090112392374
1,3.0,2,0,0,0,5.445440100434885,winter,104.01345549186536,medium,0,2,2129.812174693858,2562.414942914106
0,1.5,1,2,2,2,3.364284472451216,winter,50.0,low,1,1,1179.4085289366678,1418.900751978113
4,1.5,2,0,4,2,7.188805272719321,summer,212.5393755111865,high,1,5,3658.9270666357734,4385.903965092179
0,2.25,1,1,2,1,8.902269189535659,winter,50.0,high,0,6,984.644020738423,1186.279908058497
2,1.5,1,1,0,0,3.3916213189423923,summer,120.96759099985508,low,1,6,1641.32919399192,1964.7914428887455
3,1.5,1,1,3,2,6.661750352800738,winter,186.85709137625238,low,0,1,1963.1325098883385,2361.769495088179
1,2.25,2,1,4,1,9.870936635980883,summer,50.0,low,1,1,3348.9852985239127,4010.657297951177
4,3.0,1,0,4,2,3.3519557586510356,winter,234.66338578836903,high,1,0,1823.6968796546785,2193.847503365161
0,2.25,1,2,4,0,5.060855823831925,winter,54.03248927312657,low,1,4,1111.4870632863979,1328.3375545110794
3,3.0,1,0,0,1,6.094101928205477,winter,148.35665588823028,low,1,0,2878.3951806234536,3457.0204012992476
3,3.0,1,1,1,1,4.213869683227165,summer,184.94795867905702,low,1,1,3247.868554717807,3901.856486528441
1,3.0,2,0,1,1,6.8585089860364254,winter,95.88150515276538,high,1,3,2383.3272688333836,2859.617528027169
3,1.5,2,2,1,1,8.964031381222249,winter,180.30502420813352,low,1,6,3287.161125052916,3944.267706689935
1,2.25,2,3,2,1,5.562528763395738,summer,93.6223371096855,low,0,5,2586.427482539401,3106.998796730116
2,3.0,2,2,1,2,3.061476182156483,summer,116.7314927891062,high,1,4,2604.101102731395,3125.3849848927794
1,3.0,2,2,4,1,7.295859397784528,winter,85.38240965390845,high,0,0,2321.5595954662076,2783.9836987498998
0,3.0,1,3,1,2,9.175887350702187,winter,52.12015537949081,low,1,2,1334.3752296834562,1610.4404644171254
